gene	TSP14__capillary endothelial cell	TSP14__CD4-positive, alpha-beta T cell	TSP14__CD8-positive, alpha-beta T cell	TSP14__endothelial cell	TSP14__endothelial cell of artery	TSP14__fibroblast	TSP14__macrophage	TSP14__mast cell	TSP14__natural killer cell	TSP14__neutrophil	TSP14__pericyte	TSP14__smooth muscle cell	TSP14__vein endothelial cell
ABCA3	0	115.625870668649	52.3014524402321	1.64294889254737	0	11.3654452188921	51.9852129858367	0.113519228042426	0	0	0.811738908413387	0	0
ABCA5	0	34.4906531291709	151.666162796342	47.1578185027608	0	65.4920502991983	0.0942025746121614	0	41.6028983498158	0	140.628427084283	65.9115942148276	0
ABCA6	0	0	0.248515535900692	0	0	337.57039039347	12.9347645607358	0	0.595557017202008	0	0.0393558667775914	0	0
ABCA7	0	85.1833923046757	49.2595979913728	0	0	0	0.384679396350235	0.216469539449592	0	0	0	0	0
ABCA9	0	0	0	0.335533857136554	0	141.049038564136	6.27005377127134	0	0	0	0.0224457540394066	0	0
ABCB1	365.03116165137	8.63474157619033	3.74636155945885	101.897085046402	344.898702954367	0.0574072102083543	3.37930832001068	0	377.931447144902	0	0	0	77.6881062821227
ABCB10	0	0	70.2109380180492	27.6792955562885	11.9059091010276	26.3549118160663	104.727362825533	0	0	0	0	53.5298684134498	308.6976146385
ABCB11	0	0.0664991563312286	0	0	0	26.8062422462166	0.129049118367482	0	0	0	0	0	0
ABCB4	3.15951271052191	0.0905654130155487	0	16.0055141827735	0.182930778282977	0.124347142302014	47.6692123392517	0	0	0	0	0.0862755988587443	0
ABCB5	0	0	0.815775989800272	3.97167094628496	0	11.6289327989353	0	0	0	0	0	0	0
ABCB6	71.2083806112191	0	0	0	0	22.2625924780548	0	0	0	0	16.1527062587292	18.3026810162227	45.1184561401895
ABCB7	160.514257704708	47.0819904866046	43.6741630127025	119.951815020307	300.934248060412	60.4614243611982	16.1917608610152	410.652053521744	0	0	82.0815366383271	18.6561575945273	0
ABCB8	0	17.2558854333232	79.5483529067462	32.2674594667047	96.9139523978012	21.2928987915085	42.8193047400719	0	0	0	0	0	0
ABCB9	0	27.3993815508031	0.12623298705655	0	117.160751473861	1.72321927484516	0	0	0	0	5.38398796658282	0	0
ABCC1	0	83.9458374606976	85.1234024495184	45.9083551749792	158.779770679938	83.1630502586339	17.8191911251224	47.7048849693739	561.203373954281	0	11.4997887029991	56.3032951371086	0
ABCC10	0	0	6.21020322320297	0	0	0.376639339262672	52.6015649475773	0	0	0	2.39319637889547	40.7300438317764	0
ABCC11	0	1.46648554139018	0	0	0	0.00966164691430761	0	0	0	0	0.357654770258813	0.22728373591927	0
ABCC13	0	0	0.13669418556085	0.195323948600359	0	0	15.4563742678588	0	0	0	0	0.0288488158403873	0
ABCC2	0	0	7.81308260331715	5.42568249065582	0	103.614590337855	0	35.588606558657	0	269.671792526011	0	11.8149527224445	0
ABCC3	0	0	0	1.43834699834866	0	27.2029256278695	58.7388007441662	0	0	0	5.89460721884238	14.3533514729829	0
ABCC4	70.8793220300235	0	0	0.818855629568288	21.9221295315006	0	0	0	0	0	0	0	1.48238608384205
ABCC5	0.195829757403099	0	67.7726306226157	17.2206402542963	0	64.1636875095203	122.709263317619	0.113519228042426	0	0	2.68010092108075	0	0
ABCC6	0	0	0	0.0448484560256402	0	0.0340624774415521	3.28770653875478	0	0	0	0	0	0
ABCC8	0	0	0	0.0304967194167995	0	6.20531441681232	8.53643050210068	0.258574573184699	0	0	0	0	0
ABCC9	0	0.987212879542662	0.15514564333991	0.323410554618644	0	166.21690645509	0.13461815404506	0	0.595557017202008	0	125.688750954288	3.99091053507583	0.371623424052406
ABCD1	49.9374120797494	0	0	0	0	4.75226238803278	4.78591257522759	0	0	0	0	14.8320033673832	0
ABCD2	0	0	25.6536724479083	0.0207294647005341	0	3.7296871004517	0	0	0	0	0	0	0
ABCD3	0	0	32.3746243147057	0.0414299464493878	0.182930778282977	45.2903595234771	15.2909458987662	0	0	0	45.9499035356751	11.9979599501212	254.900948603878
ABCD4	245.033083835413	81.217539912689	160.309134515833	138.738807549259	298.956137299866	90.8058771110578	89.3694206021081	195.942838287667	0	0	50.8636211102888	0	843.420365951157
ABCE1	0.185186914662005	0.13108701810614	0	33.7955140239032	0	59.6967785960838	55.2149832011318	193.687804330224	0.71115392796718	0	13.0932941883998	30.7401787534393	0
ABCF1	0	234.466038886793	27.951268537125	124.531854388304	5.25243653887558	112.676073226717	100.558695990581	188.142088932973	0	0	154.147559476463	263.727206746988	246.792180326173
ABCF2	112.285151953729	46.5939044883309	0	25.6136539730361	0	82.2811041391213	0	0	0	0	53.713843607763	60.1754518854089	0
ABCF3	0	23.9189331612207	0	48.1453850770378	0	68.6769806742069	3.06791575821918	0	0	0	31.7869160115698	0	221.194222979654
ABCG1	80.4173570622843	78.1584069992169	69.4694859961398	140.558109126193	0	20.8590770091993	41.9590514152141	6.1692251302242	0	257.340514567399	0.0184378403866658	0.0394236123023495	0
ABCG2	143.747297935946	0	0	118.179715581245	0	0	0	0	0	0	0	0	335.536492728633
ABHD1	0	0	0	7.70817865880193	0	5.36441454136562	0	0	0.595557017202008	0	17.4464965604667	0	0
ABHD10	0	0	82.7155419740813	25.2033381856763	8.99572818096066	10.4247848854853	0	0	0	0	25.3223008220078	0	0
ABHD11	0	65.1172765845327	0	19.2693745735371	0	33.5023259670666	0.256332718588797	0	0	0	44.1947511497374	47.6861495730427	0
ABHD12	0	1.04487392823592	90.4412563885175	30.2787557903874	0	56.9484185697039	164.207184313536	0	0	0	38.7319552964362	0.289289260081447	0
ABHD12B	0	0	0	0	0	3.60308979712521	10.9084257696904	0	0	0	0	0	0
ABHD13	0	51.7332790729158	0	18.930067017794	0	74.0969115908662	62.4598726653718	0	0	0	0	0	0
ABHD14A	0	0	37.8560488691008	55.6993182414635	0	66.4842397655384	0	0	169.231146972439	0	37.9877698769235	0	146.711058650443
ABHD14B	0	0.193884088889141	180.082323453734	15.3946792527246	0	183.795284066364	31.9806341675863	0	0	0	55.4818481130136	62.0317189154434	61.0821040876473
ABHD15	0	56.9728560031738	4.26271067705112	0	0	53.060812065968	51.5509259756655	0	0	0	0.0162381011084673	15.9510533996557	0
ABHD16A	14.7445190905098	0	0.766147793961038	2.647858805961	0.281608591025162	5.8703691567842	11.6162078094355	1.89137338503305	0	0	7.38005222080551	16.4614594386471	46.3654027210167
ABHD2	0.195829757403099	0	234.502453055554	29.7607294471459	131.072879912046	20.689468730839	134.064239756778	252.288301886016	0	0	9.39657965924997	133.459521259447	0
ABHD3	0	210.268047780363	213.977941391558	19.9828861939518	0	58.8193438044152	57.9896776905446	0	0	0	15.3688340924361	55.3528452182162	0
ABHD4	168.206455467333	0.115658836867876	0	69.5979892092159	266.411633833448	105.360923747854	3.00626948247709	175.508935975658	0	0	136.729174754415	135.216807726652	0
ABHD5	199.80747971689	168.085812309894	0.142331547719011	99.2803601411779	0	90.0545697145689	145.599935971742	0.113519228042426	0	1008.90969247548	91.0354346755321	89.7551104973846	2.58703251885943
ABHD6	0	0	11.6320287120314	46.9728028732655	0	9.81939664491645	22.9048530987248	0	0	0	58.6795272537073	0	0
ABHD8	0	0	0	0	11.4063552847762	0.997074532644814	87.7535647800463	0	0	0	16.0339652327496	0	0
ABI1	208.615885643129	309.324771468008	143.06189072957	99.5838663579856	3.6157924321649	76.6034460625028	82.9757925818363	220.189644138857	0	0	83.3233971618398	113.004643710314	443.937487845799
ABI2	150.166686742457	0.193884088889141	60.658890787457	98.149262005081	132.586916186262	47.7704591233133	12.1740109659901	0	0	0	55.9750558656361	161.636561208	3.32344807617591
ABI3	198.909953004085	58.0836492923839	68.0717084760763	173.967406687059	0	11.5887092380574	122.906469610866	0	336.141212456865	0	0	0	498.706322284288
ABI3BP	0	0	0	11.8283714101228	293.703633386646	718.167941545845	3.99046771096212	2.35046293349233	0	0	10.2943122536459	46.9163290085935	0
ABL1	0	29.005785326698	57.4070575800011	50.8576865888268	0	89.6463208799714	42.7364784575453	0.136130058930655	0	0	38.8247619525059	10.4776724204812	0
ABL2	105.613813096546	96.9509844308017	49.2698131742235	31.6186928028998	110.333035381433	72.3217069011635	364.424203313047	160.413091317006	70.2967802263392	0	36.4804606354559	134.586353422301	0
ABLIM1	566.245873086703	102.64828865609	137.461913303092	326.471778632523	302.790411257041	362.148520415591	0	0	14.0923524288739	0	0	0	32.062575940371
ABLIM2	0	0	65.0902938590834	9.37184444691263	0	0	0	0	0	0	56.8467045578132	0	0
ABLIM3	270.834904018576	0	0	53.0016396639027	179.711632092961	8.54204479864968	85.5974920611665	0	0	0	0	59.3395086428109	0
ABO	123.137348500812	0	0	113.717329252406	0	6.80171242948226	0.403927390937406	0	0	0	11.1497605518373	0	0
ABR	5.51923998910691	0	118.645659994232	128.101070285639	145.706452833334	66.6944110811487	74.6275424319377	92.3705076052472	145.294915414562	0	37.8082368383408	196.176703461101	0
ABRA	0	0	0.12623298705655	5.38342061519544	0	0	0	0	0	0	67.9000409264841	0	0
ABRACL	0	325.603199409264	329.426877954794	43.2541570876991	122.718056922528	17.2055102462601	104.485433545384	132.181695165511	0	0	0	0	223.745361594842
ABT1	0	116.844493229286	0.788036093259183	123.195880794434	344.792251489733	104.617896836497	63.2634611123165	0	0	0	119.748324632145	117.374620300138	0.74255990266241
ABTB1	186.400544893753	0	0	36.0594247264121	98.3821741176177	44.3721953629282	74.3366086030626	0	0	1883.47513209647	87.934624779889	38.7100392483858	0
ABTB2	0	0.116998158555118	0.15514564333991	0	0	9.66952588444894	0	0	0	0	0	0	28.396155287483
ACAA1	0	33.8067441824943	95.2274668111564	31.0432550770569	0	65.7108861235794	185.04020627552	0	0	0	20.0541597418925	58.6464921122116	0
ACAA2	38.3019006486741	107.689435141961	82.0072041699127	73.6248302391298	97.8911498934059	137.69209272063	58.6537304984942	5.54404240211281	145.87172242569	0	109.081707801847	37.5829095334794	0
ACACA	50.923447777858	0	27.3140652937572	17.0163345481191	0	54.267167099922	45.0063072852491	74.2986823685071	0	96.4001476314004	31.1214499848716	24.1665667648293	0
ACACB	160.311775263738	63.7208693602113	0	145.542453276521	734.30355053412	56.7928883411187	0	0	0	0	0	24.0632124411587	307.460711119696
ACAD10	0	31.7235411409424	0.322612499728175	1.32538002928654	0	11.6414571317832	10.2038413774275	0	0	0	0.487967876565964	0	0
ACAD11	0	0.115658836867876	0	4.76545587903317	0	3.67189933867146	0	0.272026787419711	0.71115392796718	0	3.2718114620157	0.0448189685213084	0
ACAD8	0	110.627749729012	0	5.20904971406572	0	25.7027319132945	1.71823263349253	0	0	0	94.7703319086004	94.149792554309	104.82506245311
ACAD9	0	0	55.5044201855016	49.7583108848328	0.182930778282977	19.6827621621097	17.21059626348	0	0	0	37.6946323473342	118.473274029381	0
ACADL	0	0	0	0	0	88.5296098818846	0	0	0	0	0.116792274737748	71.3656978901419	0
ACADM	292.261436937565	118.031986385366	28.3924395840381	113.476078267935	1.12292011828082	80.4553140634201	38.4636300236613	0	0	0	102.443771822188	293.4552838137	0
ACADS	0	0	0	0	0	43.4100214514349	34.0872026552329	0	0	0	24.3850358443655	0.325219306115597	0
ACADSB	0	35.5777927048113	20.6010727569309	40.626083582426	15.4319589060451	21.9348216207458	0.223653602807288	0	0	0	25.2942797163534	0.0588059494937477	0
ACADVL	66.3035940426898	37.2989263040049	23.8227740125282	106.94800850801	294.726375939271	185.494778777488	312.881427331384	220.392427339989	0	0	135.867965161359	256.034155619576	380.154000935094
ACAN	0	0	0	0	0	0	0	0	0	0	0	288.67579930538	0
ACAP1	0	283.614439582063	334.296313742157	0	0	11.3787802464727	77.9908410766754	106.201064770388	289.826632032739	0	2.30770997154976	0	0
ACAP2	121.635597684584	143.108934215569	136.214554350504	172.941413746509	184.444006065057	125.128320343713	243.049260587824	198.24595577618	317.080133606582	96.4001476314004	169.22901698067	92.5127476341375	0
ACAP3	0	8.844570503022	0	0.602372203902668	0	10.4832046288483	13.1749687942172	0	0	0	0	24.032694282013	0
ACAT1	360.04812650684	344.063453340177	76.499546458447	222.963337589628	0	238.886947755688	123.050764455268	28.0023767675789	0	0	215.720599714855	239.962123659343	168.749955677105
ACAT2	162.811967545686	0	77.7606079438085	68.1008729178307	0.365613618977439	54.3189349537932	41.2821098439482	0	0	0	109.271273763137	46.9305125773745	0.74255990266241
