gene	TSP14__capillary endothelial cell	TSP14__CD4-positive, alpha-beta T cell	TSP14__CD8-positive, alpha-beta T cell	TSP14__endothelial cell	TSP14__endothelial cell of artery	TSP14__fibroblast	TSP14__macrophage	TSP14__mast cell	TSP14__natural killer cell	TSP14__neutrophil	TSP14__pericyte	TSP14__smooth muscle cell	TSP14__vein endothelial cell
AXIN2	0	0	0	0	55.7591424267436	11.3975359557224	0	0	0	0	0	0	0
AXL	0	75.604904806997	0	0	0.365613618977439	718.281429767945	116.406670077202	0	0	0	1291.41181891363	809.09407827209	0
AZI2	0	211.783114696931	57.5699329954531	83.6206198176884	0	189.484682247415	67.5327520631996	0	0	0	145.134781766956	95.3593289284484	187.921156773601
AZIN1	17.2172155483355	59.327059454844	123.192267628008	34.1477805079803	588.892197330595	103.93369262473	69.9311513639179	100.510579738738	0	0	55.1348600986301	34.2889320260932	252.269666353744
B2M	1954.14262646559	3794.72447929963	3770.26678985984	2420.82805534953	1997.38790805282	1460.46456284033	2336.36235299614	2637.33239410515	3251.25583888661	1840.14519893546	1798.70281662602	1786.3873121767	2011.24971277024
B3GALNT1	0	0	0	20.8318247965144	263.373050887242	0.00946629405023969	0	0	0	0	7.31672546470473	0	0
B3GALNT2	0	80.0417454735905	0	122.436054269362	0	72.664678792418	12.7085450261425	0	0	0	132.683581080837	111.425627289532	0
B3GALT1	0	0	0.248515535900692	0	0	4.10134356595625	17.7592793126794	0	0	0	15.2618401314009	0	0
B3GALT4	0	0	0	0	0	6.72395124583081	0.376444853022113	0	0	0	56.7937614006622	34.7983309658327	246.68371525632
B3GALT6	0	0	0	61.8030520068976	0	15.0589335384491	26.1168759697862	0	0	0	12.817591371895	0	0
B3GAT3	0	25.6793654498883	0	0	0	27.1829482098464	95.6746925735307	0	59.2484071553201	0	109.721423280859	47.7223135916303	121.140016710147
B3GNT2	273.30610805323	100.868002148001	140.793368185767	54.9426118198632	0	13.9622268832771	32.2514404484628	16.5428902170414	0	0	76.3964089836815	73.7549900014544	0
B3GNT5	98.1244397885344	41.0816579780253	0	0.708917970445572	0	0	110.02695663197	0	0	0	0	2.99205118623856	0
B3GNTL1	0	16.818088347597	0	18.379331786987	0	14.4261342513557	27.3847652353869	0	0	0	0	42.5674575060447	0
B4GALNT1	0	0	0	0	0	14.5927672309141	0	0	0	0	1.16152667666714	6.90849741299899	0
B4GALT1	34.8032047167056	130.34082539289	249.753706863816	137.588233461122	178.387739694372	206.829766350111	384.667557441105	136.812717136931	268.516257719847	0	181.152510017801	264.015822064388	157.013834257783
B4GALT2	170.728028784023	0	0	1.27391310922362	0	31.9651349618518	0	0	0	0	10.4778196229752	0.998434637789166	0
B4GALT3	0	1.42464454333166	0	31.1700687991565	0	33.3501596466695	73.5608985932453	0	0	0	55.8020872836341	3.00995517293734	438.634751097437
B4GALT4	0	0	1.57758460109042	0.396541491701588	0	39.211342960648	4.41565865624049	19.8917376026494	0	0	39.6505667960831	10.4714416296556	0
B4GALT5	173.115905858273	39.9224211384256	211.198933812629	62.6803649191553	3.45618260955819	38.4754819356217	54.1508197431305	0	0	0	76.6944401908059	0	0
B4GALT6	0	0	0	0	170.560848595096	13.702077400212	0	0	0.303940772150025	0	0	0	0
B4GALT7	0	0	8.06976744794757	26.8101914736054	0	55.0851564474252	2.59511532808846	0	0	0	37.4251442538458	33.1139828989854	0
B9D1	0	0	0	0	0	35.9622687151122	0	0	0	0	6.46561678501221	0	0
B9D2	0	13.84133368225	0	32.6617178116004	59.0727474480366	17.5610563895049	0	0	155.523794332434	0	16.7628192896232	0	0
BAALC	0.922646060308029	0	0.13669418556085	0.272442703238991	0	0	0	0	0	0	0	0	0
BABAM1	192.572336550508	86.9134193276721	188.319165892306	28.1997021983728	224.796428015282	191.287034696198	2.49472402333366	124.850436817669	0	0	152.414323295158	231.168010919931	0
BACE1	166.491205225196	0	0	2.21013697608776	0.365613618977439	37.792229070029	0.179802155161884	0	0	0	64.3790686917249	49.8426873140911	0
BACE2	0	0	0	214.392999222514	256.09275437169	85.8486671639633	53.7380487331541	0	0	0	22.5629760575099	27.8739895418773	2.22082029662524
BACH1	124.773831964459	7.73601221036966	0	71.0343902093803	0	39.2013451784066	186.219296710258	168.73036919084	0.607149830602527	0	3.56748267458985	25.8163021528455	0
BACH2	0	117.223527040516	0	0.0383167929711958	227.439617882151	11.3324862034366	1.04920303585265	0	0	0	0	0	0
BAD	73.8481040956446	1.00644129992798	202.759461872012	87.8873111865713	0	113.313938979203	39.9134926791209	0	182.651355510834	0	129.486815866533	211.728477611934	0
BAG1	431.662881510773	68.7827007392244	66.2037487898039	174.596409343773	0	101.766092751824	83.9001629461424	267.363115059286	0	0	159.493675351552	155.237432216582	219.420819087559
BAG2	0	0	0.840984791035035	0	337.556246868391	180.301875141321	86.4891516537824	0	0	0	58.5925089944966	284.830503623488	0
BAG3	386.925216856902	2.96487193364822	0	208.687263046359	310.196872970488	257.485162242381	123.965736420718	65.3980783906764	0	0	117.840219665517	199.983208019539	0
BAG4	170.843069736819	97.7560283284122	93.2740713080923	68.4104719129961	55.8440341010722	95.1141440383495	22.4957104970129	61.4210848216205	17.0383501590741	0	127.528835924205	174.868212655225	0
BAG5	0	82.1380809824163	37.9306764549264	23.993144243594	0.281608591025162	12.9623103005646	24.2005414613274	0	0	0	17.1058263745137	80.0860075480198	0
BAG6	0	31.5215013633643	17.309638690624	92.3226343885346	215.545126037577	51.6510450434196	195.356724655923	115.666995075291	0	0	29.3258909996117	39.1926407012155	0
BAGE2	1.83715219590201	0	0	0	0	0.0955311012083664	0.287129109220565	0	0	0	0	0	0
BAHCC1	0	0	0	20.1050166555275	131.177714392407	5.30949038266859	11.7027887231537	0	0	0	8.35151496649152	8.63076429258472	0
BAHD1	0	29.0730214731441	0	34.4712284742661	216.056048600754	6.15035278600321	0	0	0	0	0.0223413524430662	35.3611366840772	266.633253659631
BAIAP2	0	0	0.248515535900692	83.8717823801449	0	22.2170318271425	10.1457988664261	0	383.18372836665	0	21.5677672512206	0	308.13118594038
BAIAP2L1	0	0	61.5186686773864	0	24.661705135905	0.0250503689736675	0	0	3.53182207364243	0	0	0	0
BAIAP2L2	0	0	0	0	0	2.61329703921299	0	0	0	0	0	23.2730718690784	0
BAMBI	0	0	0	0	0	55.324177424213	0	0	0	0	0	64.4650589031229	0
BANF1	363.164596282132	378.263085705064	310.264329947297	176.193322514381	287.962934971691	234.264927292457	90.3787331859746	433.632721096316	273.448083605391	0	330.986490120373	339.013412322236	376.659015350946
BANK1	0	0.237453484285674	0	0.0304967194167995	0	3.02504761648089	2.48340603421917	0	0	0	0	0	0
BANP	0	40.2429676972353	15.916284912245	2.72217937491266	30.631072076789	17.3693265283861	69.5507360986055	0	0	0	3.2252416334666	0	16.4206273556472
BAP1	0	96.0912557549141	87.7052899150193	22.8119637148658	0	39.2181729736936	86.1410208071625	0	0	0	31.9336356048558	103.82380078912	0
BARD1	0	212.211135162715	230.425485615786	88.6180808238618	0	1.80807526573288	0.507574445791522	179.807295403199	379.603242924209	0	38.2902988367932	121.099870259851	0
BASP1	0	0	0	0	0	24.9987655516169	164.075800271374	0	0	5028.42830039904	0	0	0
BATF	0	126.010800799284	189.648274683207	0	0	0	68.8369754999087	551.188978471693	0	0	0	0	0
BATF2	0	0	0	30.8552947205219	0	7.45275762167106	0	0	0	0	0	0	0
BATF3	0	0	0	0.0486745013918464	0	9.02565411231897	0	0	0	0	30.6114070624176	0	0
BAX	0	123.876682487399	44.5122393141759	11.5618835204765	0	5.58932235465073	25.7863315832566	0	0	0	4.59936165783307	0.596929089257176	0
BAZ1A	0.533271818483048	310.402002558909	339.252578583751	134.686569616447	0	77.0180624047065	418.687462840192	0	0	2007.32620738535	100.078117786322	28.5209999475644	360.823115152426
BAZ1B	155.028566144809	229.60302535157	29.3609895922264	134.031695534936	0	178.712124913155	350.466605889786	0	422.517432671376	0	65.108442871224	61.3889278995761	26.7750042156635
BAZ2A	28.8932089579352	240.463484524818	64.697860584571	169.080078087699	0	24.5534296767404	205.770352144273	0	5.36177380154636	0	66.3753651982573	19.4985859459438	53.8402529238036
BAZ2B	144.834010013826	30.1123768223795	100.949038112902	221.60129176051	0.548048522083386	102.049679468744	319.864972025067	226.583866480623	291.581680710454	2547.27268362445	78.8305924159213	81.5710405002148	14.0501815037723
BBC3	0	47.0996097094683	0	0	0	5.18387652575235	3.09025781734689	81.0989949155689	0	0	0	0	0
BBIP1	0	99.3101531135747	57.0697448646407	47.9320471888627	0	52.7139592561956	52.2994379500377	0	373.914515262053	0	59.5914178122137	138.832927038122	0.369542501601154
BBS1	0	5.91596138852355	0	0	6.33260898292782	0.0551618969745971	0	43.4973180674071	0.357232450481687	0	0.0365944092039584	0	0
BBS10	0	0	0	0.0347132952696777	0	26.819747077494	2.43754503743554	0	0	0	19.450903515616	0	0
BBS12	0	0	0	0	0	2.29698216649329	0	0	0	0	0.0195459584588845	13.1302853816222	0
BBS2	162.11343058907	32.6198976854176	0.212594129161472	103.211359281795	0	28.6944469854935	0.509425715386457	0.216469539449592	2.8208381652091	0	18.441268081966	35.8078063106468	271.066261236766
BBS4	0	0	54.5720605838675	18.1369692471706	0	60.1307862977183	54.2584277936439	0	0	0	61.6532904225586	0	0
BBS5	0	0	0.114892431561857	5.01614628554728	0	8.13566825944285	0	0	0	0	0	0	0
BBS7	151.951479758762	97.6276296386656	163.115472248969	63.9511697546834	0	15.521767382925	1.76989187076073	0	0	96.4001476314004	21.1419607449904	61.0534593240294	138.107970859946
BBS9	0	31.2519941171963	86.765776847839	0	0	31.2156051323024	0	182.139806178225	0	0	27.3071996436557	16.3064373629069	191.209255280067
BBX	242.165351255355	392.593634058849	137.54278350066	278.345596387568	105.788501082375	227.389190670865	86.0387742257357	105.777289069988	421.598798238936	0	279.999729330392	164.150031708876	0.371623424052406
BCAM	0	0	0	19.672200781715	0.91217990547731	0	0	4.24435216036166	0	0	20.0321703618741	23.5227971333254	0
BCAP29	0.41457028329725	8.38600508428219	10.6031044194	34.7388397490345	22.0543179958123	8.19996758682663	0	0	0	0	11.7512252184403	27.8426931696734	0
BCAP31	483.694349852903	176.180718405013	298.105141049156	559.469431093486	182.141150963032	211.703289541032	237.058591848676	685.02135159255	156.846168484584	0	194.511486119144	258.525378891071	728.449400519513
BCAR1	0	0	0	29.7966461263991	0	15.7305954674405	0	0	0	0	54.9619894373127	35.08812631872	0
BCAR3	0.185186914662005	0	0	42.9580577895121	0	24.7392908286121	0.0901027337332474	144.118848812048	0	0	13.4557027663348	0	0
BCAS2	371.797849766727	385.176513019839	336.78071913649	122.27599739743	224.700177026436	210.738559533614	44.821258463758	186.593719233499	680.629754323685	0	142.065780186117	70.1448952289178	355.014208078083
BCAS3	0	19.6782134425712	49.4741168312364	8.93757336275578	0	11.3719377863969	30.1414052381104	0	0	0	28.2684832336986	53.7855088598932	0
BCAS4	91.4785964938621	258.86358911087	207.576113539546	97.7476618053336	52.0300802462603	39.5913080153692	105.116002616481	42.8045012568704	146.508011085586	0	72.4074235995936	98.8813948338834	67.2035512521589
BCAT1	0	0.153141032889618	0	0	0	94.6721840601166	232.207720547467	0	0	0	30.274318346125	0.317757616204485	16.4206273556472
BCAT2	101.893948341814	61.801566066229	0	46.3813826761651	0	26.9168679789152	39.3721165349136	0	0	0	58.569012743582	92.817501971366	0
BCCIP	276.666879210441	157.798020717151	185.56654299566	197.764387067943	0	152.33261429327	67.9101305651733	35.5514641618311	208.198364726426	0	195.056272620244	269.463519469462	7.30488142110266
BCDIN3D	174.028781728834	161.350361496008	0	34.0574376901487	0	16.1590251962501	17.4520236572295	0	0	0	18.3520566822235	0	0
BCDIN3D-AS1	0.266978959289952	0.294853038381668	0	0	0	7.49578287803434	0	0	0	0	0	0	118.064027673615
BCKDHA	0	0	0	2.50022319903435	0	12.0259001038989	0	83.9356264270012	0	0	23.6998469892354	15.5563518747053	0
BCKDHB	0	0	20.6461614390134	66.9442303023771	0	64.2403402523737	0.0674633494887748	0	0	0	68.8973354080051	92.486044244885	0
BCKDK	0	0	0	43.33808934981	0	78.6709580550429	95.5035322810786	0	0	0	99.3008772424222	40.6601063837343	0
BCL10	241.889667530637	267.535625329621	183.076277207676	92.7937212149356	252.22394432542	74.4124854067119	134.295283812134	225.718869264288	66.9409724493677	0	43.5009730833653	101.109791649728	117.150510751966
BCL11A	0	0	0	0	0	5.11865775589802	19.5523521241473	168.068790088403	0	0	0	0.0333937326911539	0
BCL11B	0	234.797973684313	333.647475689278	0	0	0	0	0	0	0	0	0	0
